probe_id,off_target_genes
ENSG00000101266|CSNK2A1|cbca42b,ENSG00000254598|CSNK2A3
ENSG00000101307|SIRPB1|ebe9670,ENSG00000089012|SIRPG
ENSG00000101307|SIRPB1|ee2b67c,ENSG00000089012|SIRPG
ENSG00000101444|AHCY|e6a6264,ENSG00000232992|AHCYP4
ENSG00000101898|MCTS2P|129ba21,ENSG00000101294|HM13
ENSG00000102030|NAA10|313fbda,ENSG00000156269|NAA11
ENSG00000102309|PIN4|2212342,ENSG00000227973|PIN4P1;ENSG00000227048|AC096677.3
ENSG00000102572|STK24|8f830ff,ENSG00000230079|STK24P1
ENSG00000102755|FLT1|2f9199c,ENSG00000229515|FLT1P1
ENSG00000103226|NOMO3|24c82d0,ENSG00000185164|NOMO2;ENSG00000103512|NOMO1
ENSG00000103363|ELOB|bf233b7,ENSG00000255262|ELOBP2
ENSG00000103449|SALL1|e1a53d8,ENSG00000227391|SALL1P1
ENSG00000104818|CGB2|765b98c,ENSG00000196337|CGB7;ENSG00000104827|CGB3;ENSG00000213030|CGB8;ENSG00000189052|CGB5;ENSG00000104826|LHB
ENSG00000104824|HNRNPL|64bf490,ENSG00000259917|HNRNPLP2
ENSG00000104826|LHB|dcbfb4c,ENSG00000196337|CGB7;ENSG00000213030|CGB8;ENSG00000189052|CGB5;ENSG00000267631|CGB1;ENSG00000104818|CGB2;ENSG00000104827|CGB3
ENSG00000104827|CGB3|8b50922,ENSG00000189052|CGB5
ENSG00000104833|TUBB4A|d849b29,ENSG00000228466|TUBB4AP1;ENSG00000261456|TUBB8;ENSG00000258947|TUBB3
ENSG00000104848|KCNA7|df8c5f5,ENSG00000177272|KCNA3
ENSG00000104892|KLC3|e346761,ENSG00000174996|KLC2
ENSG00000104897|SF3A2|ff11031,ENSG00000248850|AC078867.1
ENSG00000104907|TRMT1|67e7986,ENSG00000231093|AL391256.1
ENSG00000104921|FCER2|d5e3746,ENSG00000126214|KLC1
ENSG00000105202|FBL|2dda440,ENSG00000188573|FBLL1
ENSG00000105366|SIGLEC8|f07f9e5,ENSG00000268849|SIGLEC22P
ENSG00000105401|CDC37|b332f61,ENSG00000213414|AC008677.1
ENSG00000105568|PPP2R1A|54ed21e,ENSG00000137713|PPP2R1B
ENSG00000105655|ISYNA1|3a97681,ENSG00000248608|AC133963.1
ENSG00000105662|CRTC1|8056841,ENSG00000204993|AC139712.1
ENSG00000105664|COMP|1bbe6b0,ENSG00000113296|THBS4
ENSG00000105750|ZNF85|b5b3a16,ENSG00000160321|ZNF208;ENSG00000188171|ZNF626;ENSG00000237440|ZNF737;ENSG00000231205|ZNF826P;ENSG00000267220|AC011447.2;ENSG00000267383|AC011447.3;ENSG00000256771|ZNF253;ENSG00000253543|AC083923.1;ENSG00000196247|ZNF107;ENSG00000269274|AC078899.4;ENSG00000268620|AC078899.3;ENSG00000274033|AC006539.3;ENSG00000184635|ZNF93;ENSG00000267419|AC011477.1;ENSG00000146757|ZNF92;ENSG00000197372|ZNF675;ENSG00000197008|ZNF138;ENSG00000241738|ZNF90P1;ENSG00000269138|ZNF209P;ENSG00000160229|ZNF66;ENSG00000267771|AC011447.4
ENSG00000105808|RASA4|ee29d68,ENSG00000170667|RASA4B
ENSG00000105889|STEAP1B|b4ed499,ENSG00000164647|STEAP1
ENSG00000106069|CHN2|24db57b,ENSG00000285162|AC004593.3
ENSG00000106078|COBL|978b5cd,ENSG00000231270|AL772284.1
ENSG00000106244|PDAP1|71156c0,ENSG00000219329|AL357515.1;ENSG00000213144|AC084880.1;ENSG00000251066|AC026700.1
ENSG00000106245|BUD31|54ab411,ENSG00000229661|BUD31P2
ENSG00000106348|IMPDH1|2068d10,ENSG00000239392|AL354989.2;ENSG00000213513|IMPDH1P5;ENSG00000214045|AC091807.1;ENSG00000214815|IMPDH1P3;ENSG00000218976|AL138725.1;ENSG00000232133|IMPDH1P10;ENSG00000226553|AC018735.1;ENSG00000254294|IMPDH1P6
ENSG00000106400|ZNHIT1|493b4ab,ENSG00000253421|ZNHIT1P1
ENSG00000106484|MEST|d891205,ENSG00000220884|MESTP1;ENSG00000250927|MESTP3
ENSG00000106554|CHCHD3|3cbf9b9,ENSG00000236420|CHCHD3P1
ENSG00000106615|RHEB|f1091eb,ENSG00000226964|RHEBP2
ENSG00000106714|CNTNAP3|62c083b,ENSG00000276386|CNTNAP3P2;ENSG00000154529|CNTNAP3B
ENSG00000106803|SEC61B|2d23b57,ENSG00000254780|AC023232.1
ENSG00000107242|PIP5K1B|4f21871,ENSG00000187866|FAM122A
ENSG00000107438|PDLIM1|7480269,ENSG00000270788|PDLIM1P1
ENSG00000107864|CPEB3|e8ea088,ENSG00000137449|CPEB2
ENSG00000108064|TFAM|817e7ae,ENSG00000254798|TFAMP2
ENSG00000108106|UBE2S|57262f0,ENSG00000233966|UBE2SP1
ENSG00000108433|GOSR2|17915f3,ENSG00000270850|AL356986.1
ENSG00000108465|CDK5RAP3|1e0d73f,ENSG00000224628|AL121723.1
ENSG00000108468|CBX1|b5bbdef,ENSG00000230823|CBX1P1;ENSG00000237379|CBX1P3
ENSG00000108479|GALK1|4aeccc0,ENSG00000163814|CDCP1
ENSG00000108561|C1QBP|886e7d8,ENSG00000213409|C1QBPP2
ENSG00000108788|MLX|a708024,ENSG00000226539|AC012512.1
ENSG00000108849|PPY|0307697,ENSG00000265060|PPY2P
ENSG00000108946|PRKAR1A|569b984,ENSG00000267009|AC007780.1
ENSG00000109208|SMR3A|763ad18,ENSG00000171201|SMR3B
ENSG00000109272|PF4V1|0e05a55,ENSG00000163737|PF4
ENSG00000109332|UBE2D3|e3014f6,ENSG00000225022|UBE2D3P1
ENSG00000109534|GAR1|990aa88,ENSG00000249056|AC099343.1
ENSG00000109787|KLF3|2e25713,ENSG00000253218|KLF3P1
ENSG00000110172|CHORDC1|93b36f5,ENSG00000232202|AC098824.1;ENSG00000259050|CHORDC2P
ENSG00000110200|ANAPC15|cc6b1cf,ENSG00000231619|AC003685.2
ENSG00000110203|FOLR3|b7c4ba9,ENSG00000255860|AP000812.2
ENSG00000110583|NAA40|aecee68,ENSG00000216307|AL136309.1
ENSG00000110680|CALCA|7c71c89,ENSG00000175868|CALCB
ENSG00000111328|CDK2AP1|9820271,ENSG00000213774|AC010904.1
ENSG00000111432|FZD10|4f0a20f,ENSG00000157240|FZD1
ENSG00000111640|GAPDH|1cd35d0,ENSG00000216624|GAPDHP72;ENSG00000214900|LINC01588
ENSG00000111669|TPI1|60ce93c,ENSG00000230359|TPI1P2
ENSG00000111716|LDHB|bd034e2,ENSG00000213684|LDHBP2
ENSG00000111817|DSE|06ac85c,ENSG00000224025|AL353616.1
ENSG00000112149|CD83|0864b1d,ENSG00000219738|CD83P1
ENSG00000112245|PTP4A1|4281b3e,ENSG00000285976|AL135905.2
ENSG00000112972|HMGCS1|6edcf4e,ENSG00000215805|AL356361.1
ENSG00000113387|SUB1|fb07fd2,ENSG00000227203|SUB1P1;ENSG00000261612|SUB1P3
ENSG00000113456|RAD1|2a5af41,ENSG00000234569|RAD1P1
ENSG00000113558|SKP1|430362f,ENSG00000231234|SKP1P1;ENSG00000179406|LINC00174;ENSG00000256211|AC023512.1;ENSG00000248967|AC022493.2
ENSG00000113575|PPP2CA|235ed0e,ENSG00000228940|AL391730.1
ENSG00000113712|CSNK1A1|d3ce17f,ENSG00000180138|CSNK1A1L;ENSG00000223518|CSNK1A1P1
ENSG00000113838|TBCCD1|f1ab48a,ENSG00000259099|AC025574.1
ENSG00000114125|RNF7|6757102,ENSG00000239831|RNF7P1
ENSG00000114315|HES1|bcea31b,ENSG00000188290|HES4
ENSG00000114923|SLC4A3|42c1997,ENSG00000164889|SLC4A2
ENSG00000115042|FAHD2A|88321ae,ENSG00000257302|FAHD2P1;ENSG00000144199|FAHD2B
ENSG00000115159|GPD2|d306556,ENSG00000266907|AC006116.1
ENSG00000115216|NRBP1|35a6aef,ENSG00000185189|NRBP2
ENSG00000116039|ATP6V1B1|dff3b6a,ENSG00000116035|VAX2
ENSG00000116095|PLEKHA3|0a65ec1,ENSG00000269800|PLEKHA3P1
ENSG00000116161|CACYBP|4dd00f2,ENSG00000177855|CACYBPP2
ENSG00000116489|CAPZA1|8c0a45e,ENSG00000225369|AC009506.2;ENSG00000123636|BAZ2B;ENSG00000213698|AC240504.1
ENSG00000116604|MEF2D|a1e66a9,ENSG00000213999|MEF2B
ENSG00000116685|KIAA2013|949420b,ENSG00000261819|AC138932.3
ENSG00000116721|PRAMEF1|08fdef0,ENSG00000204481|PRAMEF14;ENSG00000279169|PRAMEF13;ENSG00000274178|PRAMEF28P;ENSG00000231219|PRAMEF32P;ENSG00000234064|PRAMEF29P
ENSG00000116752|BCAS2|7705a40,ENSG00000234332|BCAS2P2
ENSG00000116991|SIPA1L2|6f90d40,ENSG00000105738|SIPA1L3
ENSG00000117155|SSX2IP|4b5490f,ENSG00000240107|AC046144.1
ENSG00000117226|GBP3|fe79f41,ENSG00000225492|GBP1P1;ENSG00000117228|GBP1;ENSG00000162645|GBP2
ENSG00000117262|GPR89A|7089baa,ENSG00000188092|GPR89B
ENSG00000117450|PRDX1|6468227,ENSG00000214121|PRDX1P1
ENSG00000117650|NEK2|a74d658,ENSG00000230450|NEK2P4;ENSG00000257432|AL512310.3;ENSG00000274649|AL512624.1;ENSG00000277367|AL929601.4;ENSG00000257635|CR383656.4;ENSG00000231565|NEK2P2
ENSG00000118620|ZNF430|cb91598,ENSG00000198039|ZNF273;ENSG00000196705|ZNF431
ENSG00000119013|NDUFB3|2d75d76,ENSG00000258581|AL157871.3
ENSG00000119139|TJP2|9438c3b,ENSG00000285130|AL358113.1
ENSG00000119318|RAD23B|f817c76,ENSG00000236570|RAD23BP1
ENSG00000119328|ABITRAM|2f8fb5f,ENSG00000251106|ABITRAMP1
ENSG00000120322|PCDHB8|455a767,ENSG00000113205|PCDHB3;ENSG00000112852|PCDHB2;ENSG00000113248|PCDHB15;ENSG00000146001|PCDHB18P;ENSG00000197479|PCDHB11;ENSG00000177839|PCDHB9;ENSG00000081818|PCDHB4
ENSG00000120328|PCDHB12|3e0826a,ENSG00000113212|PCDHB7;ENSG00000113205|PCDHB3;ENSG00000112852|PCDHB2
ENSG00000120458|MSANTD2|0381e7e,ENSG00000231058|MSANTD2P1
ENSG00000120563|LYZL1|29eda21,ENSG00000151033|LYZL2
ENSG00000120705|ETF1|45f61db,ENSG00000240132|ETF1P2
ENSG00000120860|WASHC3|01db329,ENSG00000253468|AP003355.1
ENSG00000120948|TARDBP|b93748c,ENSG00000225057|AC012485.1
ENSG00000120992|LYPLA1|29350f6,ENSG00000218350|LYPLA1P3
ENSG00000121297|TSHZ3|8b6bced,ENSG00000182463|TSHZ2
ENSG00000121335|PRB2|ae87394,ENSG00000251655|PRB1
ENSG00000121769|FABP3|0787065,ENSG00000233259|FABP3P2
ENSG00000122068|FYTTD1|63c6411,ENSG00000237317|AL022400.1
ENSG00000122194|PLG|53159a9,ENSG00000240935|PLGLA;ENSG00000125551|PLGLB2;ENSG00000183281|PLGLB1
ENSG00000122203|KIAA1191|488a5a6,ENSG00000213480|AC093816.1;ENSG00000254506|AP003080.1
ENSG00000122376|SHLD2|4d46f7b,ENSG00000165874|SHLD2P1;ENSG00000259096|SHLD2P2
ENSG00000122643|NT5C3A|75d3a1f,ENSG00000213492|NT5C3AP1
ENSG00000122691|TWIST1|373bf09,ENSG00000233608|TWIST2
ENSG00000122696|SLC25A51|ac1b552,ENSG00000141437|SLC25A52;ENSG00000189332|SLC25A51P4;ENSG00000220483|SLC25A51P1;ENSG00000263716|SLC25A51P2
ENSG00000122728|TAF1L|d47c427,ENSG00000147133|TAF1
ENSG00000122852|SFTPA1|8ce8a6a,ENSG00000185303|SFTPA2
ENSG00000123143|PKN1|25f05b1,ENSG00000160447|PKN3
ENSG00000123364|HOXC13|4a38b73,ENSG00000106031|HOXA13
ENSG00000123584|MAGEA9|01bad1a,ENSG00000267978|MAGEA9B
ENSG00000123975|CKS2|758a96d,ENSG00000234819|AL353705.4
ENSG00000124334|IL9R|d3eed93,ENSG00000226942|IL9RP3
ENSG00000124380|SNRNP27|13853c0,ENSG00000229738|AC010240.1
ENSG00000124467|PSG8|f539804,ENSG00000231924|PSG1;ENSG00000243130|PSG11;ENSG00000183668|PSG9;ENSG00000204941|PSG5;ENSG00000248257|PSG10P;ENSG00000221826|PSG3;ENSG00000221878|PSG7
ENSG00000124469|CEACAM8|4e30367,ENSG00000236123|CEACAMP11;ENSG00000236932|CEACAMP8;ENSG00000238092|CEACAMP6;ENSG00000231561|CEACAMP5
ENSG00000124610|HIST1H1A|738f4ab,ENSG00000168298|HIST1H1E
ENSG00000124813|RUNX2|489237d,ENSG00000159216|RUNX1
ENSG00000124875|CXCL6|8d3f38e,ENSG00000163735|CXCL5
ENSG00000125492|BARHL1|59fcdc8,ENSG00000143032|BARHL2
ENSG00000125498|KIR2DL1|575f1b1,ENSG00000242473|KIR2DP1;ENSG00000221957|KIR2DS4;ENSG00000167633|KIR3DL1;ENSG00000243772|KIR2DL3;ENSG00000189013|KIR2DL4
ENSG00000125743|SNRPD2|c767167,ENSG00000228938|SNRPD2P1
ENSG00000125813|PAX1|ee5cf18,ENSG00000198807|PAX9
ENSG00000125844|RRBP1|990902f,ENSG00000223970|AC074397.1
ENSG00000125971|DYNLRB1|4a2d194,ENSG00000078747|ITCH
ENSG00000126012|KDM5C|5c620b4,ENSG00000012817|KDM5D
ENSG00000126457|PRMT1|b83118e,ENSG00000111218|PRMT8
ENSG00000126653|NSRP1|91da149,ENSG00000235613|NSRP1P1
ENSG00000126752|SSX1|67acdb9,ENSG00000204648|SSX9P;ENSG00000157965|SSX8P
ENSG00000126945|HNRNPH2|6201d6e,ENSG00000248854|HNRNPH1P3
ENSG00000127152|BCL11B|466983f,ENSG00000119866|BCL11A
ENSG00000127528|KLF2|f03a48d,ENSG00000102349|KLF8
ENSG00000128000|ZNF780B|3a650b2,ENSG00000197782|ZNF780A;ENSG00000187187|ZNF546;ENSG00000145908|ZNF300;ENSG00000178187|ZNF454
ENSG00000128250|RFPL1|8e663a5,ENSG00000128276|RFPL3;ENSG00000128253|RFPL2
ENSG00000128276|RFPL3|c5c80de,ENSG00000128253|RFPL2;ENSG00000128250|RFPL1;ENSG00000257951|AC126177.5
ENSG00000128335|APOL2|f99acd2,ENSG00000100342|APOL1
ENSG00000128422|KRT17|e427f8f,ENSG00000186847|KRT14;ENSG00000226145|KRT16P6;ENSG00000231870|KRT17P3
ENSG00000128609|NDUFA5|3ffc9d3,ENSG00000248531|NDUFA5P12
ENSG00000128739|SNRPN|b0e2770,ENSG00000214125|AC005005.1
ENSG00000129194|SOX15|8848b63,ENSG00000255369|AP000920.1
ENSG00000129204|USP6|82179be,ENSG00000204471|TBC1D3P4;ENSG00000235203|TBC1D3P3
ENSG00000129450|SIGLEC9|361ad19,ENSG00000168995|SIGLEC7
ENSG00000129493|HEATR5A|167d9ec,ENSG00000203546|AL139353.1
ENSG00000129657|SEC14L1|2321984,ENSG00000213693|SEC14L1P1
ENSG00000129873|CDY2B|f9cc525,ENSG00000182415|CDY2A
ENSG00000130032|PRRG3|e0dce6c,ENSG00000180210|F2
ENSG00000130283|GDF1|c46c331,ENSG00000223802|CERS1
ENSG00000130522|JUND|6323a86,ENSG00000177606|JUN
ENSG00000130598|TNNI2|3118fd1,ENSG00000159173|TNNI1
ENSG00000130656|HBZ|9c62d64,ENSG00000206177|HBM;ENSG00000206178|HBZP1
ENSG00000130725|UBE2M|616e45d,ENSG00000261461|UBE2MP1
ENSG00000130821|SLC6A8|c7fc344,ENSG00000273554|AC136616.1
ENSG00000130948|HSD17B3|fd524fc,ENSG00000285269|AL160269.1
ENSG00000131263|RLIM|3e2d305,ENSG00000259388|AC025040.2
ENSG00000131389|SLC6A6|cd0f7a4,ENSG00000226818|SLC6A6P1
ENSG00000131462|TUBG1|f6bc6bd,ENSG00000237972|TUBG1P
ENSG00000131721|RHOXF2|82c2d92,ENSG00000203989|RHOXF2B
ENSG00000131778|CHD1L|22d841e,ENSG00000237188|AC242426.2
ENSG00000131778|CHD1L|54cfde3,ENSG00000237188|AC242426.2
ENSG00000131848|ZSCAN5A|44d0cd4,ENSG00000267908|ZSCAN5DP;ENSG00000204532|ZSCAN5C
ENSG00000132196|HSD17B7|d3308cd,ENSG00000099251|HSD17B7P2
ENSG00000132256|TRIM5|4f8e3ed,ENSG00000239920|AC104389.5
ENSG00000132300|PTCD3|b53d9d7,ENSG00000268379|AC025588.1
ENSG00000132341|RAN|292eda2,ENSG00000233524|RANP8
ENSG00000132507|EIF5A|a339606,ENSG00000253626|EIF5AL1
ENSG00000132517|SLC52A1|6bba175,ENSG00000185803|SLC52A2
ENSG00000132522|GPS2|45cbcea,ENSG00000230951|GPS2P2
ENSG00000132603|NIP7|fbb549e,ENSG00000213264|NIP7P2
ENSG00000132958|TPTE2|645e356,ENSG00000244627|TPTEP2;ENSG00000274391|TPTE;ENSG00000215506|TPTE2P4
ENSG00000133112|TPT1|8fd55bb,ENSG00000217027|TPT1P4
ENSG00000133318|RTN3|fb27b39,ENSG00000251333|RTN3P1
ENSG00000133392|MYH11|6d737b0,ENSG00000100345|MYH9
ENSG00000133639|BTG1|a1d5d95,ENSG00000256720|BTG1P1
ENSG00000133872|SARAF|94596ac,ENSG00000258375|AC079363.1
ENSG00000134049|IER3IP1|4f62a27,ENSG00000275550|AL096712.1
ENSG00000134108|ARL8B|965f97e,ENSG00000214812|AL137792.1;ENSG00000228413|AC024937.1
ENSG00000134201|GSTM5|58fa967,ENSG00000168765|GSTM4
ENSG00000134248|LAMTOR5|2e75081,ENSG00000236646|LAMTOR5P1
ENSG00000134258|VTCN1|f47bfc8,ENSG00000225069|AL080312.1
ENSG00000134333|LDHA|cf005b4,ENSG00000213574|LDHAP5;ENSG00000235847|LDHAP7;ENSG00000214110|LDHAP4;ENSG00000232000|CLCN3P1
ENSG00000134551|PRH2|6f200c0,ENSG00000231887|PRH1
ENSG00000135226|UGT2B28|fd908dd,ENSG00000213759|UGT2B11
ENSG00000135250|SRPK2|2e01bc0,ENSG00000253431|SRPK2P
ENSG00000135314|KHDC1|b01c7eb,ENSG00000251360|KHDC1P1
ENSG00000135486|HNRNPA1|aa4df12,ENSG00000227638|HNRNPA1P14;ENSG00000237285|HNRNPA1P2;ENSG00000218574|HNRNPA1P37;ENSG00000213568|HNRNPA1P13;ENSG00000220157|HNRNPA1P12;ENSG00000205412|HNRNPA1P20;ENSG00000239699|HNRNPA3P8;ENSG00000269119|HNRNPA1P52;ENSG00000214223|HNRNPA1P10;ENSG00000215492|HNRNPA1P7;ENSG00000224578|HNRNPA1P48;ENSG00000139675|HNRNPA1L2;ENSG00000233780|HNRNPA1P30;ENSG00000257195|HNRNPA1P50;ENSG00000212961|HNRNPA1P40;ENSG00000236539|HNRNPA1P54;ENSG00000229251|HNRNPA1P8;ENSG00000233680|HNRNPA1P27;ENSG00000239345|HNRNPA1P26;ENSG00000231942|HNRNPA1P36;ENSG00000253119|HNRNPA3P7;ENSG00000249920|HNRNPA1P55;ENSG00000225695|HNRNPA1P35;ENSG00000213412|HNRNPA1P33;ENSG00000228020|HNRNPA1P46;ENSG00000248924|AC139713.1;ENSG00000231206|HNRNPA1P25;ENSG00000218347|HNRNPA1P1;ENSG00000236459|HNRNPA1P22;ENSG00000228168|HNRNPA1P21;ENSG00000226188|HNRNPA1P3;ENSG00000254713|HNRNPA1P72;ENSG00000230280|HNRNPA1P59
ENSG00000135702|CHST5|b2cd6f4,ENSG00000183196|CHST6
